userId,movieId,rating,timestamp
29,9,5.0,1420065736
47,65,4.5,1420275361
32,50,1.5,1420333180
58,4,5.0,1420453573
45,82,4.0,1420471497
27,31,3.5,1420489993
46,29,4.5,1420527673
18,45,2.0,1420537376
55,36,5.0,1420744136
33,92,3.5,1420750603
46,75,2.0,1420901644
51,48,4.5,1420907556
44,70,3.0,1420918913
27,25,2.0,1420949298
9,21,0.5,1421110806
69,93,3.0,1421308446
23,74,5.0,1421322704
54,82,3.0,1421672494
79,46,1.0,1422068276
25,23,1.0,1422136771
53,96,3.0,1422150073
20,37,4.0,1422178278
15,14,2.0,1422196017
74,59,2.0,1422276382
25,10,5.0,1422527968
19,29,2.5,1422653227
4,74,1.0,1422674660
70,82,4.5,1422700784
75,98,0.5,1422763666
62,34,2.0,1422841136
27,11,5.0,1422912695
48,89,0.5,1422973370
64,26,4.5,1422990513
7,7,2.5,1423080670
7,79,2.0,1423115301
13,10,2.0,1423128505
25,70,4.0,1423145130
57,75,0.5,1423150082
38,38,4.0,1423164094
38,11,1.0,1423216570
29,21,2.0,1423243659
41,91,3.0,1423352629
17,24,2.5,1423363815
61,28,4.5,1423414408
57,66,1.5,1423545891
52,37,4.5,1423559211
9,73,2.0,1423748511
36,48,3.5,1423805432
48,100,4.5,1423835214
14,100,1.0,1423837475
40,74,4.0,1423955651
62,9,3.0,1424002728
51,33,2.5,1424016072
64,60,0.5,1424016790
7,60,1.0,1424071439
14,47,4.0,1424094849
51,90,3.0,1424292244
11,64,3.0,1424320368
11,49,3.5,1424449385
59,5,2.5,1424454888
20,77,1.0,1424494539
17,30,1.0,1424598052
53,45,1.5,1424628890
11,9,1.0,1424632436
41,74,3.0,1424767297
77,74,1.0,1424784617
7,100,5.0,1424870406
8,72,2.5,1424899280
64,58,2.5,1425085294
50,3,4.0,1425140879
37,72,3.5,1425148143
31,79,4.5,1425222863
25,65,2.5,1425273953
47,82,3.5,1425422508
44,71,4.0,1425435391
50,74,3.0,1425450297
30,21,2.0,1425614764
78,10,1.5,1425639040
37,53,4.5,1425913818
12,76,3.5,1425976230
71,93,3.5,1426053515
61,38,2.0,1426174581
69,99,2.0,1426237798
69,73,3.0,1426469065
54,98,4.5,1426477278
75,27,2.0,1426518850
21,3,1.0,1426598556
68,50,1.0,1426645210
62,66,5.0,1426816055
70,24,3.5,1426846056
68,30,2.5,1426921495
72,58,3.0,1426923173
80,88,2.5,1426970729
35,51,4.5,1427019362
65,50,1.5,1427221867
35,98,0.5,1427310965
47,60,3.5,1427317179
7,86,3.0,1427433135
54,71,5.0,1427599568
64,33,4.0,1427622171
25,49,4.5,1427700135
22,13,3.0,1427813133
68,31,1.0,1427990016
58,81,1.0,1427996834
47,34,2.5,1428064695
40,14,2.0,1428172553
10,48,3.5,1428252550
27,32,4.0,1428326292
35,88,1.0,1428360575
8,32,4.0,1428388657
73,5,0.5,1428517484
70,19,2.0,1428557191
55,38,2.5,1428557665
53,64,3.5,1428647796
35,70,2.0,1428654694
58,48,5.0,1428712384
54,37,1.0,1428749848
29,47,4.0,1428812007
52,30,1.0,1428833191
18,3,3.0,1428973497
17,92,3.5,1429021353
7,63,2.0,1429139970
27,84,1.0,1429274570
60,64,2.0,1429305764
35,22,0.5,1429319451
39,87,5.0,1429450882
62,84,3.5,1429461321
25,92,5.0,1429600740
58,55,4.0,1429752326
15,83,1.0,1429774396
80,65,0.5,1429775956
18,67,5.0,1429782790
66,68,2.0,1429805933
8,23,4.5,1429851127
20,91,4.0,1429927687
45,35,5.0,1429944583
59,86,0.5,1429981310
24,88,2.5,1430010572
50,14,3.5,1430024912
17,85,4.5,1430038769
62,40,3.0,1430100215
38,35,1.0,1430136724
75,78,1.5,1430172307
8,79,2.5,1430220923
37,81,0.5,1430347187
60,66,5.0,1430390601
54,65,4.0,1430416647
72,81,4.5,1430456782
60,58,4.0,1430726023
71,35,4.5,1430811623
25,52,1.5,1430882878
45,54,2.5,1430963917
44,62,5.0,1431088252
19,43,2.0,1431090416
12,63,4.0,1431125771
11,31,2.0,1431191430
54,33,3.5,1431205611
53,31,5.0,1431286447
22,100,5.0,1431289839
39,22,4.5,1431384940
4,14,4.0,1431573006
65,31,4.0,1431573601
47,16,2.5,1431596306
53,18,5.0,1431680711
36,79,1.5,1431728392
14,68,3.0,1431829376
68,61,2.0,1431962269
50,37,5.0,1431977496
17,2,1.5,1431987044
41,32,1.0,1432071115
53,4,5.0,1432072817
49,22,2.0,1432461323
13,29,0.5,1432597923
9,89,3.5,1432642899
25,81,1.5,1432673601
14,85,2.0,1432677369
71,82,4.0,1432683746
53,44,0.5,1432958080
4,75,4.5,1433100558
20,73,2.0,1433108269
70,32,2.5,1433301573
6,3,3.5,1433315915
39,34,2.0,1433388888
45,25,5.0,1433702630
48,25,3.0,1433887708
46,16,3.5,1434077396
74,93,3.5,1434157903
14,17,4.5,1434162921
69,95,3.0,1434458019
70,71,1.0,1434504339
21,52,1.0,1434512779
62,61,4.5,1434543925
13,11,0.5,1434545774
25,2,3.5,1434698262
39,49,0.5,1434744984
64,52,3.5,1434947659
50,49,2.0,1435108072
46,56,3.5,1435112287
31,58,1.5,1435262256
57,43,1.5,1435305994
75,87,5.0,1435310801
41,97,2.0,1435348763
69,34,1.5,1435354867
49,60,3.0,1435433917
69,78,1.5,1435553400
57,19,4.5,1435694861
46,89,2.5,1435754037
13,91,1.0,1435865560
65,15,5.0,1435876741
25,90,1.0,1435877822
76,86,2.0,1435898037
60,22,0.5,1435905679
6,71,0.5,1435947681
26,27,1.0,1436175968
20,8,3.5,1436183864
21,44,4.5,1436250088
25,66,5.0,1436270881
18,82,5.0,1436363183
31,55,5.0,1436437870
4,41,1.0,1436500389
46,96,1.0,1436544621
35,86,2.0,1436581860
49,25,1.5,1436588769
71,17,0.5,1436644504
15,57,4.0,1436715043
28,74,1.0,1436863243
56,52,4.0,1436961604
52,53,5.0,1436993228
8,86,4.5,1437046282
27,28,3.0,1437059249
45,40,3.0,1437084091
61,33,1.0,1437115047
29,88,1.0,1437242951
5,39,2.5,1437293256
18,97,5.0,1437294502
36,21,3.0,1437349437
35,32,2.0,1437408066
76,48,1.0,1437505561
38,54,1.0,1437518039
68,36,0.5,1437552219
1,69,3.0,1437598427
18,34,3.0,1437644083
39,7,3.0,1437680391
19,60,2.0,1437716686
80,5,4.5,1437726955
65,59,0.5,1437739492
17,19,1.5,1437785272
52,77,1.5,1437888151
9,86,2.5,1437908682
48,83,4.5,1437968052
48,30,2.5,1438257231
59,60,5.0,1438264947
69,36,4.5,1438446436
15,94,1.0,1438479023
58,45,1.5,1438493892
11,74,4.0,1438505102
8,45,5.0,1438514161
18,15,0.5,1438591614
7,37,4.5,1438633006
25,29,2.5,1438652693
43,82,2.0,1438824228
21,58,1.0,1438922969
40,12,2.5,1438966091
15,70,4.5,1438983107
7,78,4.5,1439008415
71,61,1.5,1439237901
16,95,4.0,1439288663
2,68,3.0,1439345600
17,69,3.5,1439491907
35,12,0.5,1439514948
66,87,0.5,1439523442
24,38,1.0,1439610322
62,55,2.5,1439628461
62,53,1.0,1439643415
19,28,2.5,1439648181
47,57,5.0,1439683480
59,8,5.0,1439684325
35,87,3.5,1439762827
59,27,5.0,1439784596
15,33,3.5,1439814716
29,80,0.5,1440058911
13,46,4.5,1440108074
78,30,3.5,1440161927
4,61,2.5,1440174679
67,82,3.5,1440217414
14,93,2.5,1440244485
2,99,5.0,1440247132
68,32,5.0,1440431398
58,6,4.5,1440505797
39,12,4.5,1440517073
60,68,0.5,1440551981
49,83,1.5,1440579113
55,84,1.5,1440624049
9,14,1.5,1440682473
40,8,2.0,1440690341
12,13,4.0,1440726474
18,53,0.5,1440757410
53,70,1.5,1440829375
49,53,5.0,1440938215
65,68,4.0,1441123714
9,81,3.5,1441198602
20,46,5.0,1441291741
14,89,2.5,1441416471
5,38,2.5,1441426120
45,8,2.5,1441475958
58,12,2.0,1441481452
48,95,2.5,1441534335
7,95,4.5,1441594627
13,82,1.5,1441605658
12,10,1.0,1441691677
49,69,2.5,1441890890
34,38,2.5,1441910192
53,97,4.5,1441953529
66,85,3.0,1442015341
36,11,3.5,1442074781
53,8,4.5,1442133339
25,14,4.5,1442306228
14,10,1.0,1442309054
19,37,4.5,1442349404
8,1,2.0,1442407369
37,60,0.5,1442441710
45,46,2.0,1442466821
35,89,1.5,1442645811
80,79,5.0,1442681285
72,38,3.0,1442856035
54,64,1.0,1443255066
57,90,0.5,1443363881
35,27,3.0,1443448381
67,63,5.0,1443496915
59,72,2.5,1443510063
39,2,1.5,1443519338
3,88,3.0,1443627879
11,12,4.5,1443649523
58,86,1.5,1443919247
4,28,2.0,1444024598
52,46,2.5,1444075585
47,88,3.5,1444134440
64,62,5.0,1444230201
13,67,3.0,1444327691
40,25,2.5,1444391132
49,56,1.5,1444497092
5,42,2.5,1444634463
54,38,1.5,1444736122
9,43,0.5,1444744362
75,13,4.5,1444861369
43,85,3.0,1444885506
79,64,3.5,1445054570
35,23,5.0,1445218319
55,76,0.5,1445224349
4,80,3.0,1445224530
70,84,3.5,1445281703
69,21,4.5,1445299563
39,58,1.0,1445316618
72,36,0.5,1445320350
68,4,2.5,1445535992
80,19,3.0,1445683076
1,88,2.0,1445687357
3,57,0.5,1445725796
60,4,3.5,1446143278
34,12,5.0,1446183519
55,87,5.0,1446311650
65,84,1.5,1446320860
29,85,5.0,1446544935
65,95,2.5,1446603396
53,85,3.0,1446659597
48,51,1.0,1446814649
17,97,5.0,1446854145
14,7,0.5,1446872274
8,11,1.0,1446891674
52,11,2.0,1447012320
18,66,5.0,1447058715
29,34,2.0,1447082672
46,49,1.0,1447305250
40,73,3.5,1447322990
29,31,3.5,1447329311
60,28,5.0,1447521639
30,84,2.5,1447563912
29,70,2.0,1447586492
29,73,1.5,1447647094
27,54,0.5,1447658497
9,58,5.0,1447723986
41,35,2.5,1447760539
66,83,2.0,1447782017
38,7,1.5,1447785466
34,69,1.0,1447880494
25,84,3.0,1448010147
14,57,1.0,1448071101
70,91,5.0,1448095634
2,7,1.5,1448099526
45,42,3.0,1448144958
62,52,2.5,1448147349
66,32,3.5,1448225854
11,39,1.0,1448258171
78,83,1.5,1448308806
35,58,0.5,1448377941
60,40,1.0,1448461970
66,61,1.0,1448469458
64,73,3.0,1448505676
9,67,2.5,1448540943
55,14,4.5,1448961195
28,89,3.5,1448986142
16,21,2.0,1448998932
67,24,2.5,1449007899
34,53,1.0,1449091924
59,76,2.5,1449179323
52,95,1.0,1449304317
22,81,2.0,1449310461
35,29,2.0,1449370286
73,81,3.0,1449470853
17,77,3.5,1449488293
55,60,4.5,1449498311
13,88,1.0,1449532712
12,84,4.5,1449537214
29,15,0.5,1449575741
35,44,2.0,1449624040
25,80,0.5,1449694990
29,5,1.0,1449717855
25,91,4.5,1449753428
22,82,3.5,1449823797
29,74,0.5,1449901644
39,83,2.0,1449902594
20,81,4.0,1450049296
39,27,5.0,1450111935
53,76,3.5,1450268867
66,40,1.0,1450441255
57,94,2.5,1450464391
9,93,2.5,1450557285
46,59,2.5,1450725760
19,78,4.5,1450812441
49,3,3.0,1450898561
48,19,2.5,1450914633
69,83,4.5,1451084054
22,58,2.5,1451106193
62,36,1.5,1451145597
15,48,0.5,1451334437
30,53,5.0,1451453437
79,58,4.5,1451468187
25,48,2.5,1451483211
76,7,1.5,1451512832
69,65,3.0,1451586783
13,37,0.5,1451601971
18,84,4.5,1451796694
26,69,2.0,1451880002
71,56,2.0,1452063949
45,95,5.0,1452211833
4,48,1.0,1452537158
52,24,4.5,1452563704
30,31,4.0,1452586372
64,15,1.5,1452645917
48,52,2.5,1452717263
4,55,1.5,1452780065
32,27,2.0,1452844023
54,14,2.5,1452931697
72,12,2.0,1452976391
77,28,2.0,1452987829
33,37,1.0,1452994047
